Lord's Compiler Redux is working on 'src/program.lor'

Output files:
     {'default': 'output\\compiled.txt'}
         33041128 function calls (32973629 primitive calls) in 13.765 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 randomdecl.py:139(Random_randrange)
        4    0.000    0.000    0.000    0.000 dispatcher.py:38(__init__)
        4    0.000    0.000    0.000    0.000 caching.py:29(_get_codegen)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:924(clear)
        1    0.000    0.000    0.000    0.000 api.py:293(cast)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
        2    0.000    0.000    0.000    0.000 profile.py:114(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mathdecl.py:44(Math_atan2)
        1    0.000    0.000    0.000    0.000 randomdecl.py:207(Numpy_normal)
       11    0.000    0.000    0.000    0.000 common.py:4(_encode_string)
        4    0.000    0.000    0.000    0.000 _utils.py:9(__init__)
        4    0.000    0.000    0.000    0.000 _termui_impl.py:112(__exit__)
        2    0.000    0.000    0.000    0.000 typing.py:611(__init__)
       44    0.000    0.000    0.000    0.000 dispatcher.py:277(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 mathdecl.py:54(Math_converter)
        1    0.000    0.000    0.000    0.000 randomdecl.py:179(<listcomp>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:32(CMath_predicate)
        2    0.000    0.000    0.000    0.000 misc.py:156(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        5    0.000    0.000    0.000    0.000 pyparsing.py:704(asList)
       40    0.000    0.000    0.000    0.000 templates.py:1170(bound_function)
        4    0.000    0.000    0.000    0.000 codegen.py:1039(resolve)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        2    0.000    0.000    0.000    0.000 misc.py:134(__init__)
        1    0.000    0.000    0.000    0.000 serialize.py:167(disable_pickling)
       19    0.000    0.000    0.000    0.000 lex.py:1090(set_regex)
        4    0.000    0.000    0.000    0.000 dispatcher.py:772(_callback_add_llvm_timer)
       43    0.000    0.000    0.000    0.000 functions.py:519(key)
        3    0.000    0.000    0.000    0.000 extending.py:24(type_callable)
        1    0.000    0.000    0.000    0.000 ntpath.py:203(splitext)
        3    0.000    0.000    0.000    0.000 imputils.py:79(decorate)
        4    0.000    0.000    0.000    0.000 itanium_mangler.py:106(_fix_lead_digit)
        4    0.000    0.000    0.000    0.000 {method '_insert' of '_dispatcher.Dispatcher' objects}
       25    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        5    0.000    0.000    0.000    0.000 __init__.py:24(_module_matches_namespace)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:29(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:221(Numpy_gamma)
        3    0.000    0.000    0.000    0.000 os.py:746(encodekey)
        7    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
        3    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
        2    0.000    0.000    0.000    0.000 meta.py:41(<listcomp>)
        7    0.000    0.000    0.000    0.000 imputils.py:20(__init__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:294(Random_triangular)
        2    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        2    0.000    0.000    0.000    0.000 containers.py:282(is_types_iterable)
        2    0.000    0.000    0.000    0.000 model.py:350(__init__)
        4    0.000    0.000    0.000    0.000 imputils.py:187(user_function)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
       15    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 mathdecl.py:89(Math_predicate)
        1    0.000    0.000    0.000    0.000 mathdecl.py:105(Math_pow)
        1    0.000    0.000    0.000    0.000 randomdecl.py:128(Random_randint)
        1    0.000    0.000    0.000    0.000 randomdecl.py:187(Numpy_exponential)
       52    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 listobj.py:42(_ListPayloadMixin)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:52(Cmath_phase)
        1    0.000    0.000    0.000    0.000 mathdecl.py:79(Math_hypot)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:109(find_loader)
        1    0.000    0.000    0.000    0.000 dia.py:16(dia_matrix)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.cast}
        1    0.000    0.000    0.000    0.000 setobj.py:368(SetInstance)
        1    0.000    0.000    0.000    0.000 dictimpl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:391(FNV)
       11    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
       21    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
        2    0.000    0.000    0.000    0.000 profile.py:113(<listcomp>)
        6    0.000    0.000    0.000    0.000 imputils.py:60(lower_getattr_generic)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
       50    0.000    0.000    0.000    0.000 types.py:246(wrap_constant_value)
        4    0.000    0.000    0.000    0.000 dispatcher.py:937(cb_compiler)
       38    0.000    0.000    0.000    0.000 codegen.py:547(codegen)
       10    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        1    0.000    0.000    0.000    0.000 randomdecl.py:264(Random_unary_distribution)
        1    0.000    0.000    0.000    0.000 cparser.py:295(Parser)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1147(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:354(_is_compatible_text_stream)
        1    0.000    0.000    0.000    0.000 _procrustes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 listobj.py:148(ListInstance)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:241(_requires_builtin_wrapper)
        8    0.000    0.000    0.000    0.000 templates.py:1212(__init__)
        8    0.000    0.000    0.000    0.000 pythonapi.py:30(decorator)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:68(Cmath_rect)
        1    0.000    0.000    0.000    0.000 ntpath.py:214(basename)
        4    0.000    0.000    0.000    0.000 typing.py:976(<genexpr>)
        8    0.000    0.000    0.000    0.000 caching.py:673(_guard_against_spurious_io_errors)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:35(<listcomp>)
        4    0.000    0.000    0.000    0.000 extending.py:170(overload_attribute)
       35    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       29    0.000    0.000    0.000    0.000 mathimpl.py:108(_unary_int_input_wrapper_impl)
        3    0.000    0.000    0.000    0.000 weakref.py:485(popitem)
        3    0.000    0.000    0.000    0.000 types.py:27(as_pointer)
        1    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        4    0.000    0.000    0.000    0.000 module.py:215(_get_metadata_lines)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       32    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        2    0.000    0.000    0.000    0.000 typing.py:787(__mro_entries__)
        2    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        1    0.000    0.000    0.000    0.000 _compat.py:296(_is_binary_writer)
       28    0.000    0.000    0.000    0.000 typing.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 pipeline.py:13(make_preproces_pipeline)
       43    0.000    0.000    0.000    0.000 inspect.py:2577(kind)
        5    0.000    0.000    0.000    0.000 requirements.py:62(<lambda>)
        2    0.000    0.000    0.000    0.000 utils.py:387(bit_length)
        4    0.000    0.000    0.000    0.000 codegen.py:892(_object_getbuffer_hook)
       15    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       12    0.000    0.000    0.000    0.000 contextlib.py:379(_create_exit_wrapper)
        2    0.000    0.000    0.000    0.000 _compat.py:346(_is_compat_stream_attr)
        1    0.000    0.000    0.000    0.000 listobject.py:1439(ListIterInstance)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
       45    0.000    0.000    0.000    0.000 configparser.py:1020(<dictcomp>)
        2    0.000    0.000    0.000    0.000 profile.py:57(__init__)
       18    0.000    0.000    0.000    0.000 imputils.py:108(lower_constant)
        8    0.000    0.000    0.000    0.000 typing.py:549(__eq__)
        1    0.000    0.000    0.000    0.000 weakref.py:287(update)
        2    0.000    0.000    0.000    0.000 macros.py:48(apply_all_macros)
        4    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 hashing.py:412(EXPAT)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(_get_parent_path)
        2    0.000    0.000    0.000    0.000 config.py:27(<dictcomp>)
        4    0.000    0.000    0.000    0.000 dispatcher.py:355(<listcomp>)
        8    0.000    0.000    0.000    0.000 event.py:260(done)
        3    0.000    0.000    0.000    0.000 npyimpl.py:496(register_unary_operator_kernel)
        1    0.000    0.000    0.000    0.000 base.py:300(ClassBuilder)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:47(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:114(__init__)
        3    0.000    0.000    0.000    0.000 model.py:331(build_c_name_with_marker)
        1    0.000    0.000    0.000    0.000 randomdecl.py:155(Numpy_geometric)
        1    0.000    0.000    0.000    0.000 randomdecl.py:166(Numpy_negative_binomial)
        2    0.000    0.000    0.000    0.000 profile.py:66(__init__)
        4    0.000    0.000    0.000    0.000 types.py:444(elements)
        1    0.000    0.000    0.000    0.000 templates.py:85(__hash__)
       17    0.000    0.000    0.000    0.000 imputils.py:332(outer)
        1    0.000    0.000    0.000    0.000 csr.py:17(csr_matrix)
        1    0.000    0.000    0.000    0.000 mathdecl.py:136(Math_ldexp)
        1    0.000    0.000    0.000    0.000 randomdecl.py:124(Random_randint)
        1    0.000    0.000    0.000    0.000 randomdecl.py:241(Random_binary_distribution)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1180(__iter__)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:321(_get_module_info)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3203(parseImpl)
        4    0.000    0.000    0.000    0.000 templates.py:79(__setstate__)
       42    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 csc.py:16(csc_matrix)
        1    0.000    0.000    0.000    0.000 potados_emulator.py:750(REGS)
        1    0.000    0.000    0.000    0.000 mathdecl.py:71(Math_copysign)
        1    0.000    0.000    0.000    0.000 randomdecl.py:198(Numpy_hypergeometric)
        1    0.000    0.000    0.000    0.000 randomdecl.py:231(Random_ternary_distribution)
        1    0.000    0.000    0.000    0.000 randomdecl.py:281(Random_nullary_distribution)
        3    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
        5    0.000    0.000    0.000    0.000 weakref.py:417(__setitem__)
        4    0.000    0.000    0.000    0.000 types.py:116(__init__)
        1    0.000    0.000    0.000    0.000 core.py:65(int)
        8    0.000    0.000    0.000    0.000 caching.py:43(_cache_log)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
       15    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        5    0.000    0.000    0.000    0.000 types.py:205(__new__)
        1    0.000    0.000    0.000    0.000 typeddict.py:81(Dict)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
       32    0.000    0.000    0.000    0.000 module.py:222(__iter__)
        4    0.000    0.000    0.000    0.000 codegen.py:633(_set_compiled_object)
        8    0.000    0.000    0.000    0.000 llvm_pass_timings.py:285(record)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:49(<listcomp>)
        4    0.000    0.000    0.000    0.000 contextlib.py:389(__init__)
        5    0.000    0.000    0.000    0.000 pyparsing.py:718(<listcomp>)
        1    0.000    0.000    0.000    0.000 _compat.py:338(_stream_is_misconfigured)
        1    0.000    0.000    0.000    0.000 _termui_impl.py:52(ProgressBar)
       13    0.000    0.000    0.000    0.000 registry.py:5(register)
        4    0.000    0.000    0.000    0.000 dispatcher.py:243(__exit__)
        1    0.000    0.000    0.000    0.000 randomdecl.py:95(Random_getrandbits)
       17    0.000    0.000    0.000    0.000 _collections_abc.py:315(__subclasshook__)
        6    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(_zipinfo_name)
        5    0.000    0.000    0.000    0.000 specifiers.py:670(<listcomp>)
        3    0.000    0.000    0.000    0.000 imputils.py:84(lower_setattr_generic)
        5    0.000    0.000    0.000    0.000 specifiers.py:702(__hash__)
        5    0.000    0.000    0.000    0.000 specifiers.py:752(__iter__)
        1    0.000    0.000    0.000    0.000 linalg.py:114(_LAPACK)
        4    0.000    0.000    0.000    0.000 model.py:12(qualify)
        1    0.000    0.000    0.000    0.000 randomdecl.py:145(Random_seed)
        1    0.000    0.000    0.000    0.000 model.py:102(PrimitiveType)
        1    0.000    0.000    0.000    0.000 randomdecl.py:99(Random_random)
        2    0.000    0.000    0.000    0.000 jumps.py:74(<dictcomp>)
        8    0.000    0.000    0.000    0.000 codegen.py:1082(is_symbol_defined)
       11    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 model.py:160(__init__)
       19    0.000    0.000    0.000    0.000 lex.py:1089(TOKEN)
        1    0.000    0.000    0.000    0.000 randomdecl.py:126(<listcomp>)
        5    0.000    0.000    0.000    0.000 _compat.py:772(<lambda>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:141(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:170(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:223(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:233(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:256(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:273(<listcomp>)
       45    0.000    0.000    0.000    0.000 configparser.py:369(before_read)
        1    0.000    0.000    0.000    0.000 weakref.py:365(__init__)
       15    0.000    0.000    0.000    0.000 abstract.py:467(key)
        8    0.000    0.000    0.000    0.000 dispatcher.py:756(_callback_add_timer)
        8    0.000    0.000    0.000    0.000 event.py:246(__init__)
        4    0.000    0.000    0.000    0.000 codegen.py:621(enable_object_caching)
        1    0.000    0.000    0.000    0.000 hashing.py:398(SIPHASH)
        5    0.000    0.000    0.000    0.000 weakref.py:131(__getitem__)
        5    0.000    0.000    0.000    0.000 jumps.py:12(__init__)
        4    0.000    0.000    0.000    0.000 containers.py:308(<genexpr>)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:55(closed)
        4    0.000    0.000    0.000    0.000 dispatcher.py:65(__len__)
        3    0.000    0.000    0.000    0.000 rangeobj.py:101(RangeIter)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:296(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1167(_recalculate)
        4    0.000    0.000    0.000    0.000 dispatcher.py:768(_callback_add_compiler_timer)
        1    0.000    0.000    0.000    0.000 _compat.py:44(is_ascii_encoding)
        1    0.000    0.000    0.000    0.000 randomdecl.py:130(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 tabulate.py:798(_choose_width_fn)
        1    0.000    0.000    0.000    0.000 potados_emulator.py:878(RAM_TESTS)
        1    0.000    0.000    0.000    0.000 listobj.py:409(ListIterInstance)
        5    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:820(<genexpr>)
        2    0.000    0.000    0.000    0.000 configparser.py:171(__init__)
       20    0.000    0.000    0.000    0.000 ffi.py:247(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:631(iter_entry_points)
        1    0.000    0.000    0.000    0.000 types.py:547(__init__)
        6    0.000    0.000    0.000    0.000 containers.py:319(<genexpr>)
        8    0.000    0.000    0.000    0.000 cpu.py:108(codegen)
        4    0.000    0.000    0.000    0.000 llvm_pass_timings.py:281(__init__)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
       22    0.000    0.000    0.000    0.000 {method 'start' of 're.Match' objects}
        4    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 cmathdecl.py:70(<listcomp>)
       15    0.000    0.000    0.000    0.000 enum.py:763(value)
        5    0.000    0.000    0.000    0.000 types.py:440(__init__)
        5    0.000    0.000    0.000    0.000 extending.py:296(StructAttribute)
        4    0.000    0.000    0.000    0.000 funcdesc.py:106(llvm_func_name)
        8    0.000    0.000    0.000    0.000 codegen.py:566(_ensure_finalized)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
        3    0.000    0.000    0.000    0.000 os.py:740(check_str)
        4    0.000    0.000    0.000    0.000 _termui_impl.py:135(render_finish)
        1    0.000    0.000    0.000    0.000 setobj.py:1100(SetIterInstance)
        1    0.000    0.000    0.000    0.000 potados_emulator.py:857(ROM)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:765(exec_module)
        1    0.000    0.000    0.000    0.000 __init__.py:989(__setitem__)
        7    0.000    0.000    0.000    0.000 __init__.py:1886(has_metadata)
        4    0.000    0.000    0.000    0.000 scalars.py:148(__lt__)
        4    0.000    0.000    0.000    0.000 dispatcher.py:239(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_array_type}
       14    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 potados_emulator.py:995(POTADOS_TESTS)
        1    0.000    0.000    0.000    0.000 randomdecl.py:297(<listcomp>)
        6    0.000    0.000    0.000    0.000 setdecl.py:177(ConcreteSetOperator)
        4    0.000    0.000    0.000    0.000 module.py:204(get_identified_types)
        1    0.000    0.000    0.000    0.000 errors.py:230(__init__)
        4    0.000    0.000    0.000    0.000 codegen.py:1044(<listcomp>)
        5    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        8    0.000    0.000    0.000    0.000 plyparser.py:80(decorate)
        1    0.000    0.000    0.000    0.000 pipeline.py:89(make_save_pipeline)
        3    0.000    0.000    0.000    0.000 imputils.py:158(_decorate_setattr)
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_void_type}
        1    0.000    0.000    0.000    0.000 {built-in method _cffi_backend._get_types}
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 typing.py:733(__eq__)
        2    0.000    0.000    0.000    0.000 solve_sections.py:11(<dictcomp>)
        1    0.000    0.000    0.000    0.000 tabulate.py:1597(<listcomp>)
        7    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 arrayobj.py:558(Indexer)
        1    0.000    0.000    0.000    0.000 randomdecl.py:131(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:142(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:224(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:52(__init__)
        5    0.000    0.000    0.000    0.000 templates.py:50(args)
        1    0.000    0.000    0.000    0.000 tabulate.py:1734(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        1    0.000    0.000    0.000    0.000 cffi_utils.py:204(FFIAttribute)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 randomdecl.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:191(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:213(<listcomp>)
        2    0.000    0.000    0.000    0.000 <frozen zipimport>:308(_get_module_path)
        6    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        5    0.000    0.000    0.000    0.000 __init__.py:3098(<listcomp>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:1363(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3188(parseImpl)
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 npyimpl.py:52(_ScalarHelper)
        1    0.000    0.000    0.000    0.000 arrayobj.py:608(EntireIndexer)
        1    0.000    0.000    0.000    0.000 yacc.py:2099(LRGeneratedTable)
        1    0.000    0.000    0.000    0.000 yacc.py:2936(ParserReflect)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
        1    0.000    0.000    0.000    0.000 errors.py:236(__exit__)
        3    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_BLAS)
       10    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 c_ast.py:30(Node)
        1    0.000    0.000    0.000    0.000 randomdecl.py:214(<listcomp>)
        5    0.000    0.000    0.000    0.000 setdecl.py:183(ConcreteInplaceSetOperator)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(_find_parent_path_names)
        2    0.000    0.000    0.000    0.000 profile.py:124(__selfcheck)
        2    0.000    0.000    0.000    0.000 definitions.py:51(<listcomp>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
       10    0.000    0.000    0.000    0.000 pyparsing.py:4705(<lambda>)
        4    0.000    0.000    0.000    0.000 module.py:209(<listcomp>)
        8    0.000    0.000    0.000    0.000 codegen.py:554(name)
        2    0.000    0.000    0.000    0.000 {built-in method _cffi_backend.new_pointer_type}
        4    0.000    0.000    0.000    0.000 arraymath.py:965(nan_min_max_factory)
        2    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        4    0.000    0.000    0.000    0.000 types.py:352(__init__)
        4    0.000    0.000    0.000    0.000 base.py:297(get_env_name)
       12    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:75(UnicodeModel)
        1    0.000    0.000    0.000    0.000 model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 yacc.py:233(YaccProduction)
        1    0.000    0.000    0.000    0.000 yacc.py:1309(Production)
        8    0.000    0.000    0.000    0.000 plyparser.py:70(parameterized)
        6    0.000    0.000    0.000    0.000 setdecl.py:189(ConcreteSetComparison)
        1    0.000    0.000    0.000    0.000 arraydecl.py:626(ArrayFlagsAttribute)
        2    0.000    0.000    0.000    0.000 typing.py:328(__repr__)
        2    0.000    0.000    0.000    0.000 profile.py:118(__get_schematics)
        1    0.000    0.000    0.000    0.000 scalars.py:56(maxval)
        4    0.000    0.000    0.000    0.000 arraymath.py:4419(window_generator)
        1    0.000    0.000    0.000    0.000 typedlist.py:39(_Sequence)
        5    0.000    0.000    0.000    0.000 unicode.py:2006(gen_isX)
        1    0.000    0.000    0.000    0.000 arrayobj.py:658(IntegerIndexer)
        1    0.000    0.000    0.000    0.000 arrayobj.py:750(BooleanArrayIndexer)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 yacc.py:285(LRParser)
        1    0.000    0.000    0.000    0.000 arraydecl.py:501(DTypeAttr)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:283(__subclasshook__)
        4    0.000    0.000    0.000    0.000 misc.py:139(key)
        4    0.000    0.000    0.000    0.000 misc.py:165(key)
        1    0.000    0.000    0.000    0.000 errors.py:225(__exit__)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:22(__init__)
        8    0.000    0.000    0.000    0.000 event.py:270(duration)
        1    0.000    0.000    0.000    0.000 _util.py:404(MapWrapper)
        1    0.000    0.000    0.000    0.000 model.py:335(force_the_name)
        1    0.000    0.000    0.000    0.000 codecs.py:186(__init__)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        2    0.000    0.000    0.000    0.000 typing.py:557(__hash__)
        4    0.000    0.000    0.000    0.000 module.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 errors.py:221(__enter__)
        3    0.000    0.000    0.000    0.000 imputils.py:231(iterator_impl)
        6    0.000    0.000    0.000    0.000 npdatetime.py:662(_create_datetime_comparison_impl)
        4    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 npyimpl.py:120(_ArrayHelper)
        2    0.000    0.000    0.000    0.000 unicode.py:1029(generate_rsplit_whitespace_impl)
        1    0.000    0.000    0.000    0.000 arrayobj.py:831(SliceIndexer)
        1    0.000    0.000    0.000    0.000 arrayobj.py:900(FancyIndexer)
        1    0.000    0.000    0.000    0.000 yacc.py:109(PlyLogger)
        1    0.000    0.000    0.000    0.000 enumdecl.py:15(EnumAttribute)
        4    0.000    0.000    0.000    0.000 __init__.py:37(parse_label)
        2    0.000    0.000    0.000    0.000 solve_sections.py:111(<dictcomp>)
        2    0.000    0.000    0.000    0.000 tabulate.py:1036(_bool)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 npyimpl.py:93(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 base.py:81(JitClassType)
        1    0.000    0.000    0.000    0.000 _util.py:174(DeprecatedImport)
        4    0.000    0.000    0.000    0.000 cmathimpl.py:93(intrinsic_complex_unary)
        2    0.000    0.000    0.000    0.000 arraymath.py:1190(_compute_current_val_impl_gen)
        1    0.000    0.000    0.000    0.000 c_ast.py:495(Enum)
        1    0.000    0.000    0.000    0.000 c_ast.py:755(InitList)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 plyparser.py:13(Coord)
        4    0.000    0.000    0.000    0.000 typing.py:979(<genexpr>)
        2    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.000    0.000 pipeline.py:139(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1831(_index)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'list' objects}
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 arrayobj.py:689(IntegerArrayIndexer)
        1    0.000    0.000    0.000    0.000 c_ast.py:109(NodeVisitor)
        1    0.000    0.000    0.000    0.000 c_ast.py:698(ID)
